Link,Price,Date,Text,Location,Area,Rooms,Located Floor,Number of Floors,Repair,Document
https://emlak.az/1180584-satilir-3-otaqli-105-m2-yeni-tikili-elmler-akademiyasi-m.html,['249 900'],08.12.2024,"['TƏCİLİ  SATILIR!!!BADAMDARDA BAZARSTORUN BİNASINDA GÖZƏL MƏNZƏRƏLİ cox təcili dəyərindən aşagı qiymətə kupçalı ev satılır !16 mərtəbəli binanın 6cı mərtəbəsindəRadnoy 3 otaqdirSahə 105kvBinada qaz,su,işıq daimidirBina yüksək keyfiyyətlə inşa olunub.Sakinlərin istirahəti və təhlükəsizliyi üçün hər bir şəraiti var.24saat kamera nəzarətiBina infrastruktur tərəfdən şəhərin yaxşı inkişaf etmiş ərazisində yerləşir.Ərazi cəhətdən əlverişli yerdə yerləşir.Alıb kirayə vermək üçündə ideal variantdırBinanın ətrafında bütün lazımi obyektlər mövcuddur(aptek,məktəb,poliklinika,magazalar...və.s)Ətraflı məlumat üçün əlaqə saxlaya bilərsinizReal alıcıya yerində cuzi endirim olunacaqOfis xidmət haqqı 1% (Alıcı Tərəfindən)']",['Ünvan: Badamdar şosesi'],105 m2,3,6,16,Əla təmirli,Çıxarış (Kupça)
https://emlak.az/1180583-satilir-2-otaqli-55-m2-yeni-tikili-neriman-nerimanov-m.html,['257 000'],08.12.2024,"['TƏCİLİ SATILIR!!!NƏRİMANOV metrosuna 3 dəqiqə məsafədə yerləşən DOSTLUQ MTK""da İDEAL FULL REMONTLU, FULL ƏŞYALI MƏNZİL SATILIR!ƏN PRESTİJLİ BİNALARDAN BİRİDİR!Əşyalar hər biri bahalı markadır.QAZ VƏ KUPÇA VAR!!MƏNZİL ƏŞYALI SATILIR!BİNANIN YER ALTI QARAJI VƏ 7\\24 MÜHAFİZƏSİ VAR!...........................................................Bina yüksək yaşayış standartlarına malikdir.Yaşayış kompleksində su xəttinə xüsusi su filtirləri quraşdırılmışdır.EVİN TƏMİRİNDƏ KEYFİYYƏTLİ TİKİNTİ MATERİALLARINDAN İSTİFADƏ OLUNMUŞDUR.!Elektronikalar yeni alinib Kontakt home magazasindan garantileride var. Mebeller markadir.Əlavə məlumat üçün günün istənilən saatında əlaqə saxlaya bilərsiz.OFİS HAQQI 1%']",['Ünvan: Faiq Yusifov küçəsi'],55 m2,2,7,17,Əla təmirli,Çıxarış (Kupça)
https://emlak.az/1180576-satilir-2-otaqli-58-m2-yeni-tikili-neapol-dairesi.html,['135 000'],08.12.2024,['Əhmədli metrosu və Həzi Aslanov metrolarına yaxın Neapol dairəsinin yanında yeni tikili binada 2 otaqlı əla təmirli (təmir zamanı bahalı və keyfiyyətli materiallardan istifadə olunub). mənzil satılır. Təmirdən sonra mənzildə yaşayış olmayıb. Binanın layihəsi dövlət layihəsidir. Real alıcı ilə qiymət yerində danışılacaq. Ətraflı məlumat üçün zəng edin. Xidmət haqqı 1% təşkil edir.'],['Ünvan: Şıxlinski küç'],58 m2,2,6,15,Əla təmirli,Müqavilə
https://emlak.az/1180575-satilir-2-otaqli-93-m2-yeni-tikili-sahil-m.html,['239 900'],08.12.2024,"['TƏCİLİ PREMİUM MƏNZİL SATILIR!!!ŞIXOVDA SEA LİFE RECİDENCDƏ DƏNİZƏ GÖZƏL MƏNZƏRƏLİ  cox təcili dəyərindən aşagı qiymətə kupçalı ev satılır !6 mərtəbəli binanın 5ci  mərtəbəsindəRadnoy 2 otaqdirSahə 92.3kvEv bahalı materiallara təmir olunubBinada lift varBinada qaz,su,işıq daimidirBina yüksək keyfiyyətlə inşa olunub.Sakinlərin istirahəti və təhlükəsizliyi üçün hər bir şəraiti var.24saat kamera nəzarətiBina infrastruktur tərəfdən şəhərin yaxşı inkişaf etmiş ərazisində yerləşir.Ərazi cəhətdən əlverişli yerdə yerləşir.Alıb kirayə vermək üçündə ideal variantdır(1500-2000arası)Binanın ətrafında bütün lazımi obyektlər mövcuddur(aptek,məktəb,poliklinika,magazalar...və.s)Ətraflı məlumat üçün əlaqə saxlaya bilərsinizReal alıcıya yerində cuzi endirim olunacaqOfis xidmət haqqı 1% (Alıcı Tərəfindən)']",['Ünvan: Salyan şosesi'],93 m2,2,5,6,Əla təmirli,Çıxarış (Kupça)
https://emlak.az/1180574-satilir-2-otaqli-60-m2-yeni-tikili-neriman-nerimanov-m.html,['257 000'],08.12.2024,"['TAM YENİ TƏMİRLİİPOTEKAYA YARARLIDIR!Nərimanov metrosuna 5 dəqiqəlik məsafədə 17 mərtəbəli yeni tikilinin 7-ci mərtəbəsində yerləşən qanuni 2 otaqlı ümumi sahəsi 60 kvm olan mənzil satılırQaz su işıq daimidirMənzil infrastruktur cəhətdən ideal yerdə yerləşirBinanın həyətyanı sahəsi,parkingi və 7/24 mühafizə xidməti mövcuddurŞirkət haqqı alıcı tərəfindən 1 %']",['Ünvan: Faiq Yusifov'],60 m2,2,7,17,Əla təmirli,Çıxarış (Kupça)
https://emlak.az/1177091-satilir-3-otaqli-105-m2-yeni-tikili-serq-bazari.html,['315 000'],08.12.2024,"['28 May metrosuna yaxın, Yaşıl Bazarın arxasında, 177 N li məktəbin düz yanında, QAYA QALA REZİDENS də 11 ci mərtəbədə,  105 kv, əla təmirli qanuni 3 otaq satılır. Mənzilin bütün otaqların və mətbəxin girişi ayrıdır , studio  deyil, 3 balkonu var, dəniz mənzərəlidir. Bahalı mətbəx mebeli var.Kombi sistemi, isti pol və s. 2 böyük sürətli lift, yeraltı qarajı və s. var. Mənzil skvoznoydur.Bina kupçalıdır.']",['Ünvan: Ələşrəf Əlizadə 51'],105 m2,3,11,16,Əla təmirli,Çıxarış (Kupça)
https://emlak.az/1180569-satilir-4-otaqli-173-m2-yeni-tikili-8-noyabr-m.html,['560 000'],08.12.2024,"['TƏCİLİ MƏNZİL SATILIR.Tibb universitetinin və 1 saylı Asan Xidmətin yanında 21 mərtəbəli yeni tikilinin 4-cü mərtəbəsində 4 otaq ümumi sahəsi 173 kvm olan ev satılır.Qaz,su,işıq daimidir.Domofon,KabelTV, Internet var.Şirkət haqqı alıcı tərəfindən 1%']",['Ünvan: Səməd Vurğun'],173 m2,4,4,21,Əla təmirli,Çıxarış (Kupça)
https://emlak.az/1180568-satilir-2-otaqli-57-m2-yeni-tikili-genclik-m.html,['204 000'],08.12.2024,['TƏCİLİ SATILIR!!!HAZIR İPOTEKA !!!132000 ev sahibinə verib 72000 banka ödəyə bilərsiz .Hal hazırda 1 illik müqavilə ilə kirayədədir.Təmirdə keyfiyyətli materiallardan istifadə olunub.Gənclik metrosuna 7-8 dəqiqəlik məsafədə yerləşir.Ətraflı məlumat üçün günün istənilən saatında əlaqə saxlaya bilərsiz.OFİS HAQQI 1%'],['Ünvan: Nəsib bəy Yusifbəli küç'],57 m2,2,9,18,Əla təmirli,Çıxarış (Kupça)
https://emlak.az/1168771-satilir-2-otaqli-70-m2-yeni-tikili-insaatcilar-m.html,['155 000'],08.12.2024,['2 ot.12/7 kv.70 kv. Yasamal r. Fərman Salmanov küc. Mida yaşayiş kopleksində. Əla təmirli. Kupca var. Q.155 000 azn.'],['Ünvan: Yasamal r.Fərman Salmanov küc.'],70 m2,2,7,12,Əla təmirli,Çıxarış (Kupça)
https://emlak.az/1172532-satilir-2-otaqli-60-m2-yeni-tikili-masazir.html,['76 000'],08.12.2024,"['Masazir qəsəbəsi Qurtuluş 93-de tam hazır yaşayişli binada kompleksin tam merkezinde,Mektebe, Baxçaya, Dayanacaqa lap yaxın mesafede,6/5-de, 60kv.m. 2otaq tam temirli menzil satilir.Su,işıq, istilik sistemi daimidir.Bina KUPÇALİ BİNADİR.Qiymət. 76000₼.']",['Ünvan: Masazır qəsəbəsi İstiqlaliyyət küçəsi'],60 m2,2,5,6,Yaxşı təmirli,Çıxarış (Kupça)
https://emlak.az/1180565-satilir-2-otaqli-55-m2-yeni-tikili-9-mkr.html,['125 000'],08.12.2024,"['9-cu Mikrorayonda, Tam Əşyalı, 2 otaqlı MənzilLahiyə: - Yeni TikiliMərtəbə: - 2/18Sahəsi: -55  kv.m.(faktiki)Sahəsi: - 45  kv.m.(çıxarışda)Otaq sayı: - 2 (1-dən 2-ə düzəlmə)Evin cəhəti (istiqaməti) – \tOrtaSənəd:-\t Çıxarış (kupça)Kommunal:-\tQaz, su, elektrik daimidir. Telefon, KabelTV, İnternet var.Hamam-tualet: -  \tBiryerdəİstilik sistemi: -  \tKombiÜnvan: -\tBakı Şəhəri,Binəqədi ray, 9-cu Mikrorayon, Mir CəlalYaxınlıqda: -Nəsimi metrosu 1400m, Orta məktəb №267, Sonalar Sonası Şadlıq SarayıQalacaq əşya: - \tTam ƏşyalıQEYD: - Bütün sənədlər qaydasındadır.REAL ALICIYA ENDİRİM OLACAQ!Siz çağrı atın, biz sizə zəng edəcik.Ofis haqqı 1%']","['Ünvan: Bakı Şəhəri,Binəqədi ray, 9-cu Mikrorayon, Mir Cəlal']",55 m2,2,2,18,Yaxşı təmirli,Çıxarış (Kupça)
https://emlak.az/1180564-satilir-3-otaqli-145-m2-yeni-tikili-9-mkr.html,['290 000'],08.12.2024,['2 mertebeli qaraji var2ci mertebe FS CLUB SPA ve FITNEZ merkezi'],"['Ünvan: mircelal k, 143A']",145 m2,3,11,20,Əla təmirli,Çıxarış (Kupça)
https://emlak.az/1180555-satilir-3-otaqli-1393-m2-yeni-tikili-serhedci-idman-kompleksi.html,['240 000'],07.12.2024,"['Tecili!!! Tebriz kucesinde Tefekkur universitetinin yani, cox elverisli yerde yerlesir. Menzil 16/8 yerlesir. Ilin sonunda tehvil verilecek. 28 May metrosuna 600m mesafededir. Yelcekendir. Real alicilar zeng vursun!!!']",['Ünvan: Təbriz küçəsi'],139.3 m2,3,8,16,Təmirsiz,Müqavilə
https://emlak.az/1180553-satilir-2-otaqli-45-m2-yeni-tikili-sumqayit.html,['35 000'],07.12.2024,"['Aylıq 297 manat!!!! Sumqayıtda, Bağça şəhər yaşayış kompleksində 7 mərtəbəli binanın 5-ci mərtəbəsində mənzil satılır. Sahəsi 45 kv.m-dir. Mənzil 4%-li kirayə öhdəliyinin ötürülməsi ilə götürülən mənzillər kateqoriyasındadır. İlkin ödəniş 35000 azn. Aylıq 297 azn ( 230 ay qalıb ) Mənzil əşyalıda satıla biler. ( əşyalı qiyməti 40000 azn ) Ətraflı məlumat üçün elaqə saxlamağınız xahiş olunur.']",['Ünvan: Sumqayıt şəhəri Sülh küçəsi Baxça şəhər'],45 m2,2,5,7,Əla təmirli,Çıxarış (Kupça)
https://emlak.az/1180552-satilir-2-otaqli-78-m2-yeni-tikili-yeni-yasamal.html,['148 000'],07.12.2024,"['Özüm satıram. Ünvan Yeni Yasamal 2 kənar dairəvi 38. 78kv/m 2 otaq təmirli, şəhərə gözəl mənzərəsi var . Yaxınlıqda 3 məktəb,uşaq baxçası var və bina Yeni Yasamal parkının yanında yerləşir . 20 yanvar və inşaatçılar metrosuna 10 dəqiqəlik məsafədə. Binanın arxa və ön tərəfində avtobuslar işləyir(17,39,193,194,39,77,211 nomreli marşurutlar). Evin kupçası var , Qaz ,Su,İşıq daimidir. Binada İnternet və telefon xətti mövcuddur. Binanın altında qaraj var. Həyətində 2 böyük market mövcuddur.']",['Ünvan: Yeni Yasamal 2 Kənar dairəvi 38'],78 m2,2,16,17,Yaxşı təmirli,Çıxarış (Kupça)
https://emlak.az/1056386-satilir-1-otaqli-419-m2-yeni-tikili-astara.html,['62 000'],07.12.2024,"['Astarada,dənizin və Astara bulvarının yanında,Maricel Astara Resort isdirahət mərkəzində,yeni tikilmiş binada yerləşən,orta təmirli mənzilimi satıram.Mənzildə isdi su,soyuq su,isdi pol,işıq və internet var.Çıxarış sənədi hələ verilməyib']",['Ünvan: Maricel Astara Resort'],41.9 m2,1,1,7,Orta təmirli,Müqavilə
https://emlak.az/1180550-satilir-1-otaqli-40-m2-yeni-tikili-28-may-m.html,['200 000'],07.12.2024,"['✦ Metro: Nəsimi rayonu, 28 May metrosu, 28 Mall tam çıxışı,✦ MTK: Yeni Tikili✦ 1 - otaqlı✦ Sahəsi  40 m2✦ Mertebe 3/4✦ Təmirli✦ Sənəd _ Kupça(çıxarış)✦ Yaxınlıqda Məktəb Bağça 7/24 Supermarketlər var✦ Binada Yeraltı və Yerüstü Avto Parking Mövcuddur✔️Ofis xidmet haqqi 1 %---------------------------------------------------------------------------------']",['Ünvan: Azadlıq prospekti'],40 m2,1,3,4,Yaxşı təmirli,Çıxarış (Kupça)
https://emlak.az/1180544-satilir-1-otaqli-73-m2-yeni-tikili-saray.html,['15 500'],07.12.2024,['Saray yaşayış kompleksində əşyalı tam təmirli ilkin ödənişlə satılır.1 otaq 1 kuxan birdə kalidor. 2 otaqa rahatlıqla düzəldilə bilər.Qaz su işıq atapleni hamsı var hazırda evdə yaşayış var.Evdə yaşayış var deyə rahat şəkil paylaşa bilmədim vhatsapp da göndərə bilərəm.'],['Ünvan: Saray qəsəbəsi saray yaşayış kompleksi'],73 m2,1,5,14,Əla təmirli,Çıxarış (Kupça)
https://emlak.az/1180541-satilir-3-otaqli-65-m2-yeni-tikili-9-mkr.html,['165 000'],07.12.2024,"['9-CU MİKRORAYONDA MƏNZİL.9-cu mikrorayonda köhnə Favorit marketin üzərindəki yeni tikili 18 mərtəbəli binanın 13-cü mərtəbəsində 1 otaqdan 3 otağa düzəldilmiş ümumi sahəsi 65 kvm olan mənzil satılır. Mənzildə isti döşəmə sistemi mövcuddur.Qaz,su,işıq daimidir.Mənzil hazır vəziyyətdə əşyaları ilə bir yerdə satılır.Şirkət haqqı alıcı tərəfindən 1%']",['Ünvan: Mir Cəlal'],65 m2,3,13,18,Əla təmirli,Çıxarış (Kupça)
https://emlak.az/1180537-satilir-2-otaqli-48-m2-yeni-tikili-xirdalan.html,['63 000'],07.12.2024,['9/2 muqavile 48 kv 63 min.Xirdalan merkes Sultan Şadliq Sarayıin yani. kod 4599'],['Ünvan: Heydər Əliyev prospekti'],48 m2,2,2,9,Əla təmirli,Müqavilə
https://emlak.az/1180534-satilir-3-otaqli-87-m2-yeni-tikili-neriman-nerimanov-m.html,['244 000'],07.12.2024,"['___ ***TƏCİLİ SATILIR ***___✦ Metro: Nərimanov rayonu, Nəriman Nərimanov metrosu, Əliyar Əliyev küçəsi 22✦ MTK: SİZİN MƏNZİL✦ 3 - otaqlı✦ Sahəsi  87 m2✦ Mertebe 11/14✦ Təmirli✦ Sənəd _Müqavilə_✦ Yaxınlıqda Məktəb Bağça 7/24 Supermarketlər var✦ Binada Yeraltı və Yerüstü Avto Parking Mövcuddur✔️Ofis xidmet haqqi 1 %---------------------------------------------------------------------------------QEYD: Mənzil yeni təmir olunub və təmir zamanı çox keyfiyyətli materiallardan istifadə olunub. Təmirdən sonra yaşayış olmamışdır.Nərimanovda satılan mənzillər  1 otaqli 2 otaqli 3 otaqli  padmayak temirsiz ela temirli təmirsiz əla təmirli yeni Tikili nərimanov satilan menziller Nərimanovda kiraye menziller gənclikdə kirayə mənzillər 5 nomreli xestexana kupcali kupçalı yeni tikili  mənzillər  menziller  kohne tikili köhnə tikili metro novastroyka təcili tecili dəyərindən ucuz  deyerinden ucuz gənclik mall genclik mall xoyski küçəsi kucesi ayna sultanova karl maks ataturk atatürk nəsimi rayonu parkı  kupçali rent building  Аренда  квартира  house Yeni tikili yeni tikili menzil satilir yeni tikili evler satilir yeni tikili binada ev satilir ev satilir yeni tikili menzil satilir bakida baki satilir menzil tecili menzil satilir 2 otaqli menzil satilir bakıda mənzil satılır təcili mənzil satılır ipoteka mənzil satılır 1 otaqlı mənzil satılır 2 otaqlı mənzil satılır 4 otaqlı mənzil satılır inqililab asan xidmet xidmət həsən əliyev tblisi tiblisi prospekti kucesi küçəsiMəqsədimiz Müştərilərimizin Məmnuniyyətidir.Daha Ətraflı məlumat üçün Zəng edin']",['Ünvan: Əliyar Əliyev küçəsi 22'],87 m2,3,11,14,Əla təmirli,Müqavilə
https://emlak.az/1180535-satilir-3-otaqli-150-m2-yeni-tikili-insaatcilar-m.html,['220 000'],07.12.2024,['Yeni Yasamalda Yeni temirli menzil  satisdadir real alicilarnan danisiqlar raziyiq .Ici esyalidir full doludur'],['Ünvan: Yeni Yasamal Esed Ehmedov kuc'],150 m2,3,11,18,Əla təmirli,Çıxarış (Kupça)
https://emlak.az/1180527-satilir-3-otaqli-955-m2-yeni-tikili-neriman-nerimanov-m.html,['360 000'],07.12.2024,[''],['Ünvan: Faik Yusifov küç.'],95.5 m2,3,16,17,Əla təmirli,Çıxarış (Kupça)
https://emlak.az/1180520-satilir-2-otaqli-55-m2-yeni-tikili-xetai-r.html,['127 000'],07.12.2024,['İPOTEKAYA YARARLİÇİXARİŞİ VARXətai rayonu diaqnoz tibb mərkəzinin yaxinliginda yerləşir.Əhmədli metrosuna təxmini 10 dəqiqəlik məsafədədir.Mənzil18 mərtəbəli binanin 4-cu mərtəbəsində yerləşir.Umumi sahəsi 55 kvm-dir.Qanuni 1 otaqdan 2 otaga ideal şəkildə çevrilmişdir.Əşyalarin bir çoxu qalacaq.Real muştəri olduqda endirim mumkundur.Şirkətin əmək haqqi alicidan 1%'],['Ünvan: Lutvizadə'],55 m2,2,4,18,Yaxşı təmirli,Çıxarış (Kupça)
https://emlak.az/1180518-satilir-2-otaqli-81-m2-yeni-tikili-elmler-akademiyasi-m.html,['128 000'],07.12.2024,"['Yeni tikili binadir, liftler qoyulub ve yasayis var. Unvan: A.M Serifzade 33 kohne Kaktus restorani ile uzbeuz. Baki Dovlet Universitetine hemcinin Elmler akademiyasi ve insaatcilar metro stansiyasina 5-6 deqiqelik mesafede yerlesir.']","['Ünvan: A.M Serifzade 33, Elmler m/s']",81 m2,2,4,17,Təmirsiz,Müqavilə
https://emlak.az/1180516-satilir-2-otaqli-60-m2-yeni-tikili-neriman-nerimanov-m.html,['200 000'],07.12.2024,"['___________*** TECILI SATILIR *** ___________✦ Metro: Nərimanov rayonu, Nəriman Nərimanov metrosu, Faiq Yusifov küçəsi.✦ MTK: Yeni tikili kompleks✦ 2 - otaqlı✦ Sahəsi  60 m2✦ Mertebe 15/16✦   Əla Təmirli✦ Sənəd _Müqavilə_✦ Yaxınlıqda Məktəb Bağça 7/24 Supermarketlər var✦ Binada Yeraltı və Yerüstü Avto Parking Mövcuddur✔️Ofis xidmet haqqi 1 %---------------------------------------------------------------------------------']",['Ünvan: Faiq Yusifov küçəsi'],60 m2,2,15,16,Əla təmirli,Müqavilə
https://emlak.az/1180511-satilir-2-otaqli-70-m2-yeni-tikili-4-mkr.html,['155 000'],07.12.2024,"['Təcili olaraq 4-cü mikrorayonda yeni tikilidə mənzil satılır. Mənzilin kupçasına görə sahəsi 70 kv.m-dir, amma əslində daha böyükdür. Orta təmir, kombi sistemi, qaz, qorunan sakit həyət, domofon mövcuddur. 2 balkon bağlanıb, bu da mənzilin sahəsini 8 kv.m artırıb. Mənzil asanlıqla 3 otaqlı mənzilə çevrilə bilər. Bütün otaqlarda ilkin işıqlandırma var. Yalnız real alıcılara zəng etmələri və elanında göstərilən WhatsApp və telefon nömrəsi ilə əlaqə saxlamaları xahiş olunur.Срочно продаётся квартира в новостройке в 4-м мкр.Квартира по купчии 70 кв но в реале больше,средний ремонт,комби,в здании имеется газ,охраняемый тихий двор,домофон,2 балкона закрыты что увеличило площадь квартиры на 8 кв.м .Квартира легко переделывается в 3-х комнатную,во всех комнатах первичный свет.Только реальным клиентам,звонить на вотсап и телефон указанный в объявлении.']",['Ünvan: Hüseyn Seyidzadə küç. 26 b'],70 m2,2,1,8,Orta təmirli,Çıxarış (Kupça)
https://emlak.az/1180509-satilir-3-otaqli-100-m2-yeni-tikili-8-noyabr-m.html,['180 000'],07.12.2024,"['8 noyabr metro stansiyasına 5 dəqiqəlik inqlab və tbilisi prospektinə çıxışı olan 3 otagli yaxşı təmirli zövqlü mənzil satılır! Yeni tikili, 19/19 mərtəbə (çıxarışda mənzil), 100 kv, plus uzun eyvan, əşyalı və texnikali olmaqla satılır. 24saat mühadizə sistemi və apteklərə marketlərə və s. əlverişlı ərazidir.Tam məlumat ücün zəng edin. Whatsapp da aktivdi.Ofis xidmət haqqı 1 %']","['Ünvan: Bakı ş., Nəsimi r., 8 Noyabr m.']",100 m2,3,19,19,Əla təmirli,Çıxarış (Kupça)
https://emlak.az/1180508-satilir-1-otaqli-72-m2-yeni-tikili-koroglu-m.html,['166 000'],07.12.2024,"['___ ***TƏCİLİ SATILIR ***___✦ Metro: Nərimanov rayonu, Koroğlu metrosu.✦ MTK: “Baku City Residence Olimpik"" kompleksi✦ 1 - otaqlı✦ Sahəsi 72 m2✦ Mertebe 12/16✦ Təmirsiz ( pod mayak )✦ Sənəd _Müqavilə_✦ Yaxınlıqda Məktəb Bağça 7/24 Supermarketlər var✦ Binada Yeraltı və Yerüstü Avto Parking Mövcuddur✔️Ofis xidmet haqqi 1 %---------------------------------------------------------------------------------']",['Ünvan: Heydər Əliyev prospekti'],72 m2,1,12,16,Təmirsiz,Müqavilə
https://emlak.az/1180507-satilir-4-otaqli-162-m2-yeni-tikili-neriman-nerimanov-m.html,['400 000'],07.12.2024,['TƏCİLİ ƏLA TƏKLİF ELİT BİNA !!! Nərimanov rayonunda parkın yanında yeni tikilidə qanuni 4 otaqlı yarı təmirli mənzil satılır.Mənzildə bəzi təmir işləri görülüb.Mənzilin ideal proyekti var.Otaqlar geniş və işıqlıdır.Binada 24 saat mühafizə 2 sürətli lift var.Yaxın günlərdə kupça veriləcək. Xidmət haqqı 1%'],['Ünvan: Təbriz küçəsi'],162 m2,4,15,17,Natamam təmirli,Müqavilə
https://emlak.az/1180506-satilir-2-otaqli-70-m2-yeni-tikili-neftciler-m.html,['156 000'],07.12.2024,"['HAZIR 4% İPOTEKAƏLA VƏ QAÇIRILMAYACAQ FÜRSƏTNeftçilər m\\st yaxınlığında 2 otaqlı yeni tikili mənzil satılır. Mənzil əşyalı vəziyyətdə satılır. Yelçəkən deyil. Orta blokdur. Tam təmirlidir. Otaqları geniş, rahat və işıqlıdır.Yerləşmə yerinə görə çox əlverişli yerdə yerləşir. Ətrafında bütün müxtəlif iaşə obyektləri var.HAZIR İPOTEKADADIR. Mənzilin ipoteka daxil qiyməti 158.000-dir. 17.000 ipotekası qalıb.Aylıq ödənişi 159azn təşkil edir.Real alıcıya qiymətdə endrim ediləcək.Ofis xidmət haqqı 1%']",['Ünvan: Elşən Süleymanov küçəsi'],70 m2,2,8,14,Əla təmirli,Çıxarış (Kupça)
https://emlak.az/1180505-satilir-3-otaqli-115-m2-yeni-tikili-xalqlar-dostlugu-m.html,['189 000'],07.12.2024,['Deyerinden asgi qiymete +Ipotekaya yararli +Cixaris (kupca ) var+Tam Esyali  !Nizami rayonu X.Dostlugu ve Nefciler metrosuna yaxin Nazli S/sadliq sarayinin yaninda Cinar MTK ya mexsus 16 mertebeli yeni tikili binanin 7 ci mertebesinde sahesi 115 kvm olan  3 otaqli (2 otaqdan 3 otaga ideal duzelme) esyali  temirli menzil satilir.Menzilin  temirde keyfiyyetli materiallardan istifade olunub.Bina ərazi baxımdan çox əlverişli yerdə yerləşir.Sirket haqqi 1%alici terefden'],['Ünvan: Elşən Süleymanov küçəsi'],115 m2,3,7,16,Əla təmirli,Çıxarış (Kupça)
https://emlak.az/1180504-satilir-4-otaqli-134-m2-yeni-tikili-hezi-aslanov-m.html,['310 000'],07.12.2024,"['*TƏCİLİ SATILIR*SƏNƏD KUPÇA (ÇIXARIŞ)*İPOTEKAYA YARARLI*TAM TƏMİRLİ*FULL ƏŞYALI*QANUNİ 4 OTAQXƏTAİ r-nu Xəzər dairəsiHəzi Aslanov m/st-na piyada məsafədə qanuni 4 otaqlı tam təmirli, full əşyalı mənzil satılır.Mənzildə qaz, su, işıq daimidir, istilik sistemi kombidir.Mənzilin təmirində əla keyfiyyətli materiallardan istifadə olunub.Bina yelçəkəndir.Dənizə möhtəşəm panoraması var.Bütün avadanlıqlar təzədir, elektrik avandanlıqları xaricdən gətirilib.Binada yeraltı və yerüstü parking, 24 saat kamera nəzarəti, mühafizə xidməti var.Bina infrastruktur cəhətdən ideal ərazidə yerləşir, ətrafda bütün iaşə obyektləri mövcuddur.Real alıcıya endirim olunacaq.OFİS HAQQI 1%.']",['Ünvan: Xəzər dairəsi'],134 m2,4,19,20,Əla təmirli,Çıxarış (Kupça)
https://emlak.az/1180503-satilir-2-otaqli-90-m2-yeni-tikili-neriman-nerimanov-m.html,['250 000'],07.12.2024,['N.Nərimanov r-nu Həsənoglu küçəsində 12 mərtəbəli binanın 8 mərtəbəsində ümumi sahəsi 91 kv/m olan qanuni 2 otaqlı mənzil satılır.Mənzil yaxşı təmirlidir.Otaqlar geniş işıqlı və əşyalıdır.Qaz su işıq daimidir.Sənədi kupçadır.'],['Ünvan: Həsənoglu'],90 m2,2,8,12,Yaxşı təmirli,Çıxarış (Kupça)
https://emlak.az/1180190-satilir-3-otaqli-75-m2-yeni-tikili-2-mkr.html,['160 000'],07.12.2024,"['TƏCİLİ SATILIR! 3 Mkr Dairə və Əcəmi Metro yaxınlığında,Alı Mustafayev küçəsi küçəsində,Bank Respublika arxası.poçt yanında ,5 in 3 cü mərtəbəsi, Memar Əcəmi metrosuna yaxın qanunu 3 otaq orta mərtəbədə ev satılır.Balkon, Kuxna Kolidor keramo qranitdir və isti poldur asma tavan. Euro remont olunub.Mənzil Sahibi özü üçün təmir edibTəmirində yüksək keyfiyyətli materiallardan istifadə olunub. Təmirdən sonra yaşayış olmayıb .Yaxınlıqda,baxça,məktəb,metroya 3 dəqiqəlik məsafədə yerləşir.']",['Ünvan: Memar Əcəmi'],75 m2,3,3,5,Əla təmirli,Çıxarış (Kupça)
https://emlak.az/1180287-satilir-2-otaqli-50-m2-yeni-tikili-28-may-m.html,['155 000'],07.12.2024,"['Şeherin ən pristijli yerlerinden birinde 28 may metrosunun teze çixişindan 2 tin yuxarida yerleşir. Mənzil tehvil verilib  1 otaqdır asanlıqla 2 otağa düzəltmək olar.Kupca3 4 aya teqdim olunacaq. Balkondan baxarken denizi rahatliqla gormek olur. Qazin turbalari cekilib. Maksimum 1 ay erzinde verilecek. Su, işiq ve suretli internet- hamsi movcuddur.Menzilin sanitar qovşagi temir olunmayib. Divarlarin Oboyu Ve yere pol vurulmayib yeni ki laminat vurulmalidir. Lakin styawka olunub ve Qalan butun işler yəni- santexnik, elektrik, potolok, divarlarin suvagi və şpaklovkasi filan ister hollda ister hamamda isterse de otaqlarda hamsi temamiyle hazirdir. Tam məlumat ücün zəng edin. Whatsapp da aktivdi. Ofis xidmət haqqı 1 %']",['Ünvan: Ruhulla Axundov küç.'],50 m2,2,3,16,Təmirsiz,Çıxarış (Kupça)
https://emlak.az/1146495-satilir-5-otaqli-145-m2-yeni-tikili-ag-seher.html,['619 000'],07.12.2024,"['Knightsbridge Residence!Ağ Şəhərin incisi olan Knightbridge Residence-də 7/2-ı mərtəbəsində Dənizə və Ağ səhər mərkəzinə baxan 5 otaqlı  70 faiz ofis təmirli MƏNZİL satılır!Tavan hündürlüyü 4,50 olduğu üçün mənzildə ikinci mərtəbədə əlavə otaqlara bölünüb.Mənzil iki yerə bölünüb, birinin daxili 80 m2 obiri mənzil isə 120 m2 ofislərə. Mənzilin birini yaşayış ikincisini isə ev ofisi kimi istifade etmək mümkündür.Maraqlanan şəxslər zəng və ya whatsapp vasitəsilə əlaqə saxlaya bilərlər.Ofis xidmet haqqi 1%']",['Ünvan: Mərkəzi Bulvar küçəsi'],145 m2,5,2,7,Orta təmirli,Müqavilə
